"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"IND","HEALTHEXP","TOT","USD_CAP","A","2007",147.284,"D"
"IND","HEALTHEXP","TOT","USD_CAP","A","2008",157.86,"D"
"IND","HEALTHEXP","TOT","USD_CAP","A","2009",171.536,"D"
"IND","HEALTHEXP","TOT","USD_CAP","A","2010",184.687,"D"
"IND","HEALTHEXP","TOT","USD_CAP","A","2011",202.952,"D"
"IND","HEALTHEXP","TOT","USD_CAP","A","2012",216.829,"D"
"IND","HEALTHEXP","TOT","USD_CAP","A","2013",240.116,"D"
"IND","HEALTHEXP","TOT","USD_CAP","A","2014",269.27,"D"
"IDN","HEALTHEXP","TOT","USD_CAP","A","2000",91.04,"D"
"IDN","HEALTHEXP","TOT","USD_CAP","A","2001",107.404,"D"
"IDN","HEALTHEXP","TOT","USD_CAP","A","2002",114.274,"D"
"IDN","HEALTHEXP","TOT","USD_CAP","A","2003",134.576,"D"
"IDN","HEALTHEXP","TOT","USD_CAP","A","2004",133.92,"D"
"IDN","HEALTHEXP","TOT","USD_CAP","A","2005",169.854,"D"
"IDN","HEALTHEXP","TOT","USD_CAP","A","2006",189.83,"D"
"IDN","HEALTHEXP","TOT","USD_CAP","A","2007",218.151,"D"
"IDN","HEALTHEXP","TOT","USD_CAP","A","2008",210.766,"D"
"IDN","HEALTHEXP","TOT","USD_CAP","A","2009",220.83,"D"
"IDN","HEALTHEXP","TOT","USD_CAP","A","2010",230.262,"D"
"IDN","HEALTHEXP","TOT","USD_CAP","A","2011",243.468,"D"
"IDN","HEALTHEXP","TOT","USD_CAP","A","2012",276.872,"D"
"IDN","HEALTHEXP","TOT","USD_CAP","A","2013",295.145,"D"
"IDN","HEALTHEXP","TOT","USD_CAP","A","2014",302.499,"D"
"LVA","HEALTHEXP","TOT","USD_CAP","A","2000",436.541,"E"
"LVA","HEALTHEXP","TOT","USD_CAP","A","2001",523.292,"E"
"LVA","HEALTHEXP","TOT","USD_CAP","A","2002",580.964,"E"
"LVA","HEALTHEXP","TOT","USD_CAP","A","2003",605.359,"E"
"LVA","HEALTHEXP","TOT","USD_CAP","A","2004",761.389,
"LVA","HEALTHEXP","TOT","USD_CAP","A","2005",811.519,
"LVA","HEALTHEXP","TOT","USD_CAP","A","2006",904.26,
"LVA","HEALTHEXP","TOT","USD_CAP","A","2007",1045.357,
"LVA","HEALTHEXP","TOT","USD_CAP","A","2008",1093.119,
"LVA","HEALTHEXP","TOT","USD_CAP","A","2009",1039.317,
"LVA","HEALTHEXP","TOT","USD_CAP","A","2010",1081.676,
"LVA","HEALTHEXP","TOT","USD_CAP","A","2011",1101.782,
"LVA","HEALTHEXP","TOT","USD_CAP","A","2012",1151.918,
"LVA","HEALTHEXP","TOT","USD_CAP","A","2013",1224.49,
"LVA","HEALTHEXP","TOT","USD_CAP","A","2014",1310.84,
"LVA","HEALTHEXP","TOT","USD_CAP","A","2015",1434.35,
"LVA","HEALTHEXP","TOT","USD_CAP","A","2016",1466.262,"E"
"LTU","HEALTHEXP","TOT","USD_CAP","A","2000",523.273,"E"
"LTU","HEALTHEXP","TOT","USD_CAP","A","2001",568.965,"E"
"LTU","HEALTHEXP","TOT","USD_CAP","A","2002",643.984,"E"
"LTU","HEALTHEXP","TOT","USD_CAP","A","2003",745.67,"E"
"LTU","HEALTHEXP","TOT","USD_CAP","A","2004",718.025,
"LTU","HEALTHEXP","TOT","USD_CAP","A","2005",819.555,
"LTU","HEALTHEXP","TOT","USD_CAP","A","2006",962.904,
"LTU","HEALTHEXP","TOT","USD_CAP","A","2007",1099.161,
"LTU","HEALTHEXP","TOT","USD_CAP","A","2008",1304.263,
"LTU","HEALTHEXP","TOT","USD_CAP","A","2009",1336.124,
"LTU","HEALTHEXP","TOT","USD_CAP","A","2010",1372.066,
"LTU","HEALTHEXP","TOT","USD_CAP","A","2011",1484.718,
"LTU","HEALTHEXP","TOT","USD_CAP","A","2012",1550.425,
"LTU","HEALTHEXP","TOT","USD_CAP","A","2013",1636.967,
"LTU","HEALTHEXP","TOT","USD_CAP","A","2014",1743.253,
"LTU","HEALTHEXP","TOT","USD_CAP","A","2015",1883.284,
"LTU","HEALTHEXP","TOT","USD_CAP","A","2016",1970.191,"P"
"RUS","HEALTHEXP","TOT","USD_CAP","A","2000",367.103,
"RUS","HEALTHEXP","TOT","USD_CAP","A","2001",413.867,
"RUS","HEALTHEXP","TOT","USD_CAP","A","2002",475.518,
"RUS","HEALTHEXP","TOT","USD_CAP","A","2003",512.264,
"RUS","HEALTHEXP","TOT","USD_CAP","A","2004",522.751,
"RUS","HEALTHEXP","TOT","USD_CAP","A","2005",606.157,
"RUS","HEALTHEXP","TOT","USD_CAP","A","2006",764.796,
"RUS","HEALTHEXP","TOT","USD_CAP","A","2007",851.057,
"RUS","HEALTHEXP","TOT","USD_CAP","A","2008",1065.269,
"RUS","HEALTHEXP","TOT","USD_CAP","A","2009",1179.585,
"RUS","HEALTHEXP","TOT","USD_CAP","A","2010",1095.314,
"RUS","HEALTHEXP","TOT","USD_CAP","A","2011",1162.387,
"RUS","HEALTHEXP","TOT","USD_CAP","A","2012",1271.693,
"RUS","HEALTHEXP","TOT","USD_CAP","A","2013",1330.579,
"RUS","HEALTHEXP","TOT","USD_CAP","A","2014",1338.229,
"RUS","HEALTHEXP","TOT","USD_CAP","A","2015",1350.957,
"ZAF","HEALTHEXP","TOT","USD_CAP","A","2000",622.172,"D"
"ZAF","HEALTHEXP","TOT","USD_CAP","A","2001",663.403,"D"
"ZAF","HEALTHEXP","TOT","USD_CAP","A","2002",675.172,"D"
"ZAF","HEALTHEXP","TOT","USD_CAP","A","2003",715.216,"D"
"ZAF","HEALTHEXP","TOT","USD_CAP","A","2004",728.425,"D"
"ZAF","HEALTHEXP","TOT","USD_CAP","A","2005",765.893,"D"
"ZAF","HEALTHEXP","TOT","USD_CAP","A","2006",801.415,"D"
"ZAF","HEALTHEXP","TOT","USD_CAP","A","2007",851.394,"D"
"ZAF","HEALTHEXP","TOT","USD_CAP","A","2008",908.706,"D"
"ZAF","HEALTHEXP","TOT","USD_CAP","A","2009",962.367,"D"
"ZAF","HEALTHEXP","TOT","USD_CAP","A","2010",1003.392,"D"
"ZAF","HEALTHEXP","TOT","USD_CAP","A","2011",1055.093,"D"
"ZAF","HEALTHEXP","TOT","USD_CAP","A","2012",1104.849,"D"
"ZAF","HEALTHEXP","TOT","USD_CAP","A","2013",1127.906,"D"
"ZAF","HEALTHEXP","TOT","USD_CAP","A","2014",1148.873,"D"
"CRI","HEALTHEXP","TOT","USD_CAP","A","2000",548.043,"D"
"CRI","HEALTHEXP","TOT","USD_CAP","A","2001",564.515,"D"
"CRI","HEALTHEXP","TOT","USD_CAP","A","2002",657.987,"D"
"CRI","HEALTHEXP","TOT","USD_CAP","A","2003",722.015,"D"
"CRI","HEALTHEXP","TOT","USD_CAP","A","2004",702.639,"D"
"CRI","HEALTHEXP","TOT","USD_CAP","A","2005",750.694,"D"
"CRI","HEALTHEXP","TOT","USD_CAP","A","2006",838.158,"D"
"CRI","HEALTHEXP","TOT","USD_CAP","A","2007",979.511,"D"
"CRI","HEALTHEXP","TOT","USD_CAP","A","2008",1087.917,"D"
"CRI","HEALTHEXP","TOT","USD_CAP","A","2009",1150.113,"D"
"CRI","HEALTHEXP","TOT","USD_CAP","A","2010",1200.819,"D"
"CRI","HEALTHEXP","TOT","USD_CAP","A","2011",1274.15,"D"
"CRI","HEALTHEXP","TOT","USD_CAP","A","2012",1323.49,"D"
"CRI","HEALTHEXP","TOT","USD_CAP","A","2013",1359.993,"D"
"CRI","HEALTHEXP","TOT","USD_CAP","A","2014",1389.877,"D"
